,sale_day_x,departure_date,origin_station_name,destination_station_name,prediction_until_departure,real_sum_until_departure
1109,-30,2020-10-22,cgm,bb,4,0.0
1110,-20,2020-10-22,cgm,bb,4,0.0
1111,-15,2020-10-22,cgm,bb,4,0.0
1112,-10,2020-10-22,cgm,bb,4,0.0
1113,-7,2020-10-22,cgm,bb,3,0.0
1114,-6,2020-10-22,cgm,bb,3,0.0
1115,-5,2020-10-22,cgm,bb,3,0.0
1116,-3,2020-10-22,cgm,bb,2,0.0
1117,-2,2020-10-22,cgm,bb,2,0.0
1118,-1,2020-10-22,cgm,bb,1,0.0
1119,-90,2020-10-23,cgm,bb,14,9.0
1120,-60,2020-10-23,cgm,bb,14,9.0
1121,-30,2020-10-23,cgm,bb,14,9.0
1122,-20,2020-10-23,cgm,bb,13,9.0
1123,-15,2020-10-23,cgm,bb,13,8.0
1124,-10,2020-10-23,cgm,bb,12,7.0
1125,-7,2020-10-23,cgm,bb,11,6.0
1126,-6,2020-10-23,cgm,bb,11,6.0
1127,-5,2020-10-23,cgm,bb,10,6.0
1128,-3,2020-10-23,cgm,bb,9,4.0
1129,-2,2020-10-23,cgm,bb,7,4.0
1130,-1,2020-10-23,cgm,bb,5,2.0
1131,-90,2020-10-23,cgm,bb,15,8.0
1132,-60,2020-10-23,cgm,bb,15,8.0
1133,-30,2020-10-23,cgm,bb,14,8.0
1134,-20,2020-10-23,cgm,bb,13,8.0
1135,-15,2020-10-23,cgm,bb,13,8.0
1136,-10,2020-10-23,cgm,bb,12,8.0
1137,-7,2020-10-23,cgm,bb,11,8.0
1138,-6,2020-10-23,cgm,bb,11,7.0
1139,-5,2020-10-23,cgm,bb,10,6.0
1140,-3,2020-10-23,cgm,bb,9,5.0
1141,-2,2020-10-23,cgm,bb,7,5.0
1142,-1,2020-10-23,cgm,bb,5,4.0
1143,-90,2020-10-23,cgm,bb,5,6.0
1144,-60,2020-10-23,cgm,bb,5,6.0
1145,-30,2020-10-23,cgm,bb,5,6.0
1146,-20,2020-10-23,cgm,bb,5,6.0
1147,-15,2020-10-23,cgm,bb,4,6.0
1148,-10,2020-10-23,cgm,bb,4,6.0
1149,-7,2020-10-23,cgm,bb,4,4.0
1150,-6,2020-10-23,cgm,bb,3,4.0
1151,-5,2020-10-23,cgm,bb,3,4.0
1152,-3,2020-10-23,cgm,bb,3,4.0
1153,-2,2020-10-23,cgm,bb,2,4.0
1154,-1,2020-10-23,cgm,bb,1,4.0
1155,-90,2020-10-23,cgm,bb,15,19.0
1156,-60,2020-10-23,cgm,bb,15,19.0
1157,-30,2020-10-23,cgm,bb,14,19.0
1158,-20,2020-10-23,cgm,bb,13,19.0
1159,-15,2020-10-23,cgm,bb,13,19.0
1160,-10,2020-10-23,cgm,bb,12,18.0
1161,-7,2020-10-23,cgm,bb,11,15.0
1162,-6,2020-10-23,cgm,bb,11,15.0
1163,-5,2020-10-23,cgm,bb,10,14.0
1164,-3,2020-10-23,cgm,bb,9,12.0
1165,-2,2020-10-23,cgm,bb,7,6.0
1166,-1,2020-10-23,cgm,bb,5,5.0
1167,-90,2020-10-23,cgm,bb,0,0.0
1168,-60,2020-10-23,cgm,bb,0,0.0
1169,-90,2020-10-24,cgm,bb,14,5.0
1170,-60,2020-10-24,cgm,bb,14,5.0
1171,-30,2020-10-24,cgm,bb,14,5.0
1172,-20,2020-10-24,cgm,bb,13,5.0
1173,-15,2020-10-24,cgm,bb,13,5.0
1174,-10,2020-10-24,cgm,bb,12,5.0
1175,-7,2020-10-24,cgm,bb,11,5.0
1176,-6,2020-10-24,cgm,bb,11,5.0
1177,-5,2020-10-24,cgm,bb,10,5.0
1178,-3,2020-10-24,cgm,bb,9,5.0
1179,-2,2020-10-24,cgm,bb,7,5.0
1180,-1,2020-10-24,cgm,bb,5,2.0
1181,-90,2020-10-24,cgm,bb,13,12.0
1182,-60,2020-10-24,cgm,bb,13,12.0
1183,-30,2020-10-24,cgm,bb,13,12.0
1184,-20,2020-10-24,cgm,bb,13,12.0
1185,-15,2020-10-24,cgm,bb,13,10.0
1186,-10,2020-10-24,cgm,bb,12,10.0
1187,-7,2020-10-24,cgm,bb,11,9.0
1188,-6,2020-10-24,cgm,bb,11,9.0
1189,-5,2020-10-24,cgm,bb,10,9.0
1190,-3,2020-10-24,cgm,bb,9,7.0
1191,-2,2020-10-24,cgm,bb,7,6.0
1192,-1,2020-10-24,cgm,bb,5,4.0
1193,-90,2020-10-24,cgm,bb,3,3.0
1194,-60,2020-10-24,cgm,bb,3,3.0
1195,-30,2020-10-24,cgm,bb,3,3.0
1196,-20,2020-10-24,cgm,bb,3,3.0
1197,-15,2020-10-24,cgm,bb,3,3.0
1198,-10,2020-10-24,cgm,bb,3,3.0
1199,-7,2020-10-24,cgm,bb,3,3.0
1200,-6,2020-10-24,cgm,bb,3,3.0
1201,-5,2020-10-24,cgm,bb,3,3.0
1202,-3,2020-10-24,cgm,bb,3,3.0
1203,-2,2020-10-24,cgm,bb,2,3.0
1204,-1,2020-10-24,cgm,bb,2,2.0
1205,-90,2020-10-24,cgm,bb,14,11.0
1206,-60,2020-10-24,cgm,bb,14,11.0
1207,-30,2020-10-24,cgm,bb,14,11.0
1208,-20,2020-10-24,cgm,bb,13,11.0
1209,-15,2020-10-24,cgm,bb,13,10.0
1210,-10,2020-10-24,cgm,bb,12,10.0
1211,-7,2020-10-24,cgm,bb,11,9.0
1212,-6,2020-10-24,cgm,bb,11,9.0
1213,-5,2020-10-24,cgm,bb,10,9.0
1214,-3,2020-10-24,cgm,bb,8,6.0
1215,-2,2020-10-24,cgm,bb,7,6.0
1216,-1,2020-10-24,cgm,bb,5,4.0
1217,-90,2020-10-24,cgm,bb,3,2.0
1218,-60,2020-10-24,cgm,bb,3,2.0
1219,-30,2020-10-24,cgm,bb,3,2.0
1220,-20,2020-10-24,cgm,bb,2,1.0
1221,-15,2020-10-24,cgm,bb,2,1.0
1222,-10,2020-10-24,cgm,bb,2,1.0
1223,-7,2020-10-24,cgm,bb,1,0.0
1224,-6,2020-10-24,cgm,bb,1,0.0
1225,-5,2020-10-24,cgm,bb,1,0.0
1226,-90,2020-10-25,cgm,bb,9,0.0
1227,-60,2020-10-25,cgm,bb,8,0.0
1228,-30,2020-10-25,cgm,bb,8,0.0
1229,-20,2020-10-25,cgm,bb,8,0.0
1230,-15,2020-10-25,cgm,bb,7,0.0
1231,-10,2020-10-25,cgm,bb,7,0.0
1232,-7,2020-10-25,cgm,bb,6,0.0
1233,-6,2020-10-25,cgm,bb,5,0.0
1234,-5,2020-10-25,cgm,bb,5,0.0
1235,-3,2020-10-25,cgm,bb,3,0.0
1236,-2,2020-10-25,cgm,bb,1,0.0
1237,-90,2020-10-25,cgm,bb,14,8.0
1238,-60,2020-10-25,cgm,bb,14,8.0
1239,-30,2020-10-25,cgm,bb,14,6.0
1240,-20,2020-10-25,cgm,bb,13,6.0
1241,-15,2020-10-25,cgm,bb,13,6.0
1242,-10,2020-10-25,cgm,bb,12,6.0
1243,-7,2020-10-25,cgm,bb,11,4.0
1244,-6,2020-10-25,cgm,bb,11,4.0
1245,-5,2020-10-25,cgm,bb,10,4.0
1246,-3,2020-10-25,cgm,bb,9,3.0
1247,-2,2020-10-25,cgm,bb,7,1.0
1248,-1,2020-10-25,cgm,bb,5,1.0
1249,-90,2020-10-25,cgm,bb,4,4.0
1250,-60,2020-10-25,cgm,bb,4,4.0
1251,-30,2020-10-25,cgm,bb,4,4.0
1252,-20,2020-10-25,cgm,bb,4,4.0
1253,-15,2020-10-25,cgm,bb,4,4.0
1254,-10,2020-10-25,cgm,bb,4,4.0
1255,-7,2020-10-25,cgm,bb,3,4.0
1256,-6,2020-10-25,cgm,bb,3,4.0
1257,-5,2020-10-25,cgm,bb,3,4.0
1258,-3,2020-10-25,cgm,bb,2,3.0
1259,-2,2020-10-25,cgm,bb,2,2.0
1260,-1,2020-10-25,cgm,bb,1,2.0
1261,-90,2020-10-25,cgm,bb,14,24.0
1262,-60,2020-10-25,cgm,bb,14,24.0
1263,-30,2020-10-25,cgm,bb,14,24.0
1264,-20,2020-10-25,cgm,bb,13,24.0
1265,-15,2020-10-25,cgm,bb,13,24.0
1266,-10,2020-10-25,cgm,bb,12,24.0
1267,-7,2020-10-25,cgm,bb,11,22.0
1268,-6,2020-10-25,cgm,bb,11,22.0
1269,-5,2020-10-25,cgm,bb,10,21.0
1270,-3,2020-10-25,cgm,bb,9,17.0
1271,-2,2020-10-25,cgm,bb,7,14.0
1272,-1,2020-10-25,cgm,bb,5,13.0
1273,-90,2020-10-25,cgm,bb,0,0.0
1274,-60,2020-10-25,cgm,bb,0,0.0
1275,-90,2020-10-26,cgm,bb,12,8.0
1276,-60,2020-10-26,cgm,bb,12,8.0
1277,-30,2020-10-26,cgm,bb,12,8.0
1278,-20,2020-10-26,cgm,bb,11,8.0
1279,-15,2020-10-26,cgm,bb,11,8.0
1280,-10,2020-10-26,cgm,bb,10,8.0
1281,-7,2020-10-26,cgm,bb,10,8.0
1282,-6,2020-10-26,cgm,bb,9,7.0
1283,-5,2020-10-26,cgm,bb,9,7.0
1284,-3,2020-10-26,cgm,bb,7,7.0
1285,-2,2020-10-26,cgm,bb,6,7.0
1286,-1,2020-10-26,cgm,bb,5,6.0
1287,-90,2020-10-26,cgm,bb,12,17.0
1288,-60,2020-10-26,cgm,bb,12,17.0
1289,-30,2020-10-26,cgm,bb,12,17.0
1290,-20,2020-10-26,cgm,bb,11,17.0
1291,-15,2020-10-26,cgm,bb,11,16.0
1292,-10,2020-10-26,cgm,bb,10,14.0
1293,-7,2020-10-26,cgm,bb,10,14.0
1294,-6,2020-10-26,cgm,bb,9,14.0
1295,-5,2020-10-26,cgm,bb,9,14.0
1296,-3,2020-10-26,cgm,bb,7,10.0
1297,-2,2020-10-26,cgm,bb,6,10.0
1298,-1,2020-10-26,cgm,bb,5,6.0
1299,-90,2020-10-26,cgm,bb,5,7.0
1300,-60,2020-10-26,cgm,bb,5,7.0
1301,-30,2020-10-26,cgm,bb,5,5.0
1302,-20,2020-10-26,cgm,bb,4,5.0
1303,-15,2020-10-26,cgm,bb,4,3.0
1304,-10,2020-10-26,cgm,bb,3,3.0
1305,-7,2020-10-26,cgm,bb,3,3.0
1306,-6,2020-10-26,cgm,bb,3,3.0
1307,-5,2020-10-26,cgm,bb,3,3.0
1308,-3,2020-10-26,cgm,bb,2,3.0
1309,-2,2020-10-26,cgm,bb,2,3.0
1310,-1,2020-10-26,cgm,bb,1,2.0
1311,-90,2020-10-26,cgm,bb,12,8.0
1312,-60,2020-10-26,cgm,bb,12,8.0
1313,-30,2020-10-26,cgm,bb,11,8.0
1314,-20,2020-10-26,cgm,bb,11,8.0
1315,-15,2020-10-26,cgm,bb,11,6.0
1316,-10,2020-10-26,cgm,bb,10,5.0
1317,-7,2020-10-26,cgm,bb,9,4.0
1318,-6,2020-10-26,cgm,bb,9,3.0
1319,-5,2020-10-26,cgm,bb,8,3.0
1320,-3,2020-10-26,cgm,bb,7,2.0
1321,-2,2020-10-26,cgm,bb,6,2.0
1322,-1,2020-10-26,cgm,bb,5,2.0
1323,-90,2020-10-26,cgm,bb,2,2.0
1324,-60,2020-10-26,cgm,bb,2,2.0
1325,-30,2020-10-26,cgm,bb,2,2.0
1326,-20,2020-10-26,cgm,bb,1,2.0
1327,-15,2020-10-26,cgm,bb,1,2.0
1328,-10,2020-10-26,cgm,bb,1,2.0
1329,-7,2020-10-26,cgm,bb,1,2.0
1330,-6,2020-10-26,cgm,bb,1,2.0
1331,-5,2020-10-26,cgm,bb,1,2.0
1332,-3,2020-10-26,cgm,bb,0,1.0
1333,-2,2020-10-26,cgm,bb,0,1.0
1334,-1,2020-10-26,cgm,bb,0,1.0
1335,-90,2020-10-26,cgm,bb,4,3.0
1336,-60,2020-10-26,cgm,bb,4,3.0
1337,-30,2020-10-26,cgm,bb,3,3.0
1338,-20,2020-10-26,cgm,bb,3,3.0
1339,-15,2020-10-26,cgm,bb,3,3.0
1340,-10,2020-10-26,cgm,bb,3,3.0
1341,-7,2020-10-26,cgm,bb,3,3.0
1342,-6,2020-10-26,cgm,bb,3,2.0
1343,-5,2020-10-26,cgm,bb,2,2.0
1344,-3,2020-10-26,cgm,bb,2,2.0
1345,-2,2020-10-26,cgm,bb,1,2.0
1346,-1,2020-10-26,cgm,bb,1,2.0
1347,-90,2020-10-26,cgm,bb,12,13.0
1348,-60,2020-10-26,cgm,bb,12,13.0
1349,-30,2020-10-26,cgm,bb,11,13.0
1350,-20,2020-10-26,cgm,bb,11,13.0
1351,-15,2020-10-26,cgm,bb,11,12.0
1352,-10,2020-10-26,cgm,bb,10,10.0
1353,-7,2020-10-26,cgm,bb,9,10.0
1354,-6,2020-10-26,cgm,bb,9,10.0
1355,-5,2020-10-26,cgm,bb,8,10.0
1356,-3,2020-10-26,cgm,bb,7,9.0
1357,-2,2020-10-26,cgm,bb,6,8.0
1358,-1,2020-10-26,cgm,bb,5,4.0
1359,-90,2020-10-26,cgm,bb,8,4.0
1360,-60,2020-10-26,cgm,bb,8,4.0
1361,-30,2020-10-26,cgm,bb,8,4.0
1362,-20,2020-10-26,cgm,bb,7,4.0
1363,-15,2020-10-26,cgm,bb,7,4.0
1364,-10,2020-10-26,cgm,bb,6,4.0
1365,-7,2020-10-26,cgm,bb,6,4.0
1366,-6,2020-10-26,cgm,bb,5,4.0
1367,-5,2020-10-26,cgm,bb,5,4.0
1368,-3,2020-10-26,cgm,bb,3,2.0
1369,-2,2020-10-26,cgm,bb,2,1.0
1370,-1,2020-10-26,cgm,bb,1,1.0
1371,-90,2020-10-27,cgm,bb,12,20.0
1372,-60,2020-10-27,cgm,bb,12,20.0
1373,-30,2020-10-27,cgm,bb,12,20.0
1374,-20,2020-10-27,cgm,bb,11,20.0
1375,-15,2020-10-27,cgm,bb,11,20.0
1376,-10,2020-10-27,cgm,bb,10,19.0
1377,-7,2020-10-27,cgm,bb,10,18.0
1378,-6,2020-10-27,cgm,bb,9,18.0
1379,-5,2020-10-27,cgm,bb,9,18.0
1380,-3,2020-10-27,cgm,bb,7,18.0
1381,-2,2020-10-27,cgm,bb,6,18.0
1382,-1,2020-10-27,cgm,bb,5,16.0
1383,-90,2020-10-27,cgm,bb,12,16.0
1384,-60,2020-10-27,cgm,bb,12,16.0
1385,-30,2020-10-27,cgm,bb,12,16.0
1386,-20,2020-10-27,cgm,bb,11,16.0
1387,-15,2020-10-27,cgm,bb,11,16.0
1388,-10,2020-10-27,cgm,bb,10,15.0
1389,-7,2020-10-27,cgm,bb,10,14.0
1390,-6,2020-10-27,cgm,bb,9,12.0
1391,-5,2020-10-27,cgm,bb,9,12.0
1392,-3,2020-10-27,cgm,bb,7,11.0
1393,-2,2020-10-27,cgm,bb,6,8.0
1394,-1,2020-10-27,cgm,bb,5,3.0
1395,-90,2020-10-27,cgm,bb,5,2.0
1396,-60,2020-10-27,cgm,bb,5,2.0
1397,-30,2020-10-27,cgm,bb,5,2.0
1398,-20,2020-10-27,cgm,bb,4,2.0
1399,-15,2020-10-27,cgm,bb,4,2.0
1400,-10,2020-10-27,cgm,bb,4,2.0
1401,-7,2020-10-27,cgm,bb,3,2.0
1402,-6,2020-10-27,cgm,bb,3,2.0
1403,-5,2020-10-27,cgm,bb,3,2.0
1404,-3,2020-10-27,cgm,bb,2,2.0
1405,-2,2020-10-27,cgm,bb,2,2.0
1406,-1,2020-10-27,cgm,bb,1,2.0
1407,-90,2020-10-27,cgm,bb,12,7.0
1408,-60,2020-10-27,cgm,bb,11,7.0
1409,-30,2020-10-27,cgm,bb,11,7.0
1410,-20,2020-10-27,cgm,bb,11,6.0
1411,-15,2020-10-27,cgm,bb,10,4.0
1412,-10,2020-10-27,cgm,bb,10,4.0
1413,-7,2020-10-27,cgm,bb,9,4.0
1414,-6,2020-10-27,cgm,bb,9,4.0
1415,-5,2020-10-27,cgm,bb,8,2.0
1416,-3,2020-10-27,cgm,bb,7,2.0
1417,-2,2020-10-27,cgm,bb,6,2.0
1418,-1,2020-10-27,cgm,bb,5,2.0
1419,-90,2020-10-27,cgm,bb,4,0.0
1420,-60,2020-10-27,cgm,bb,4,0.0
1421,-30,2020-10-27,cgm,bb,4,0.0
1422,-20,2020-10-27,cgm,bb,3,0.0
1423,-15,2020-10-27,cgm,bb,3,0.0
1424,-10,2020-10-27,cgm,bb,3,0.0
1425,-7,2020-10-27,cgm,bb,3,0.0
1426,-6,2020-10-27,cgm,bb,2,0.0
1427,-5,2020-10-27,cgm,bb,2,0.0
1428,-3,2020-10-27,cgm,bb,2,0.0
1429,-2,2020-10-27,cgm,bb,1,0.0
1430,-1,2020-10-27,cgm,bb,1,0.0
1431,-90,2020-10-27,cgm,bb,8,3.0
1432,-60,2020-10-27,cgm,bb,8,3.0
1433,-30,2020-10-27,cgm,bb,8,3.0
1434,-20,2020-10-27,cgm,bb,7,3.0
1435,-15,2020-10-27,cgm,bb,7,3.0
1436,-10,2020-10-27,cgm,bb,7,3.0
1437,-7,2020-10-27,cgm,bb,6,2.0
1438,-6,2020-10-27,cgm,bb,6,1.0
1439,-5,2020-10-27,cgm,bb,5,1.0
1440,-3,2020-10-27,cgm,bb,4,0.0
1441,-2,2020-10-27,cgm,bb,3,0.0
1442,-1,2020-10-27,cgm,bb,2,0.0
1443,-90,2020-10-27,cgm,bb,12,10.0
1444,-60,2020-10-27,cgm,bb,12,10.0
1445,-30,2020-10-27,cgm,bb,11,7.0
1446,-20,2020-10-27,cgm,bb,11,7.0
1447,-15,2020-10-27,cgm,bb,11,7.0
1448,-10,2020-10-27,cgm,bb,10,7.0
1449,-7,2020-10-27,cgm,bb,9,5.0
1450,-6,2020-10-27,cgm,bb,9,5.0
1451,-5,2020-10-27,cgm,bb,8,4.0
1452,-3,2020-10-27,cgm,bb,7,4.0
1453,-2,2020-10-27,cgm,bb,6,3.0
1454,-1,2020-10-27,cgm,bb,5,2.0
1455,-90,2020-10-27,cgm,bb,4,1.0
1456,-60,2020-10-27,cgm,bb,4,1.0
1457,-30,2020-10-27,cgm,bb,4,1.0
1458,-20,2020-10-27,cgm,bb,4,1.0
1459,-15,2020-10-27,cgm,bb,4,1.0
1460,-10,2020-10-27,cgm,bb,4,1.0
1461,-7,2020-10-27,cgm,bb,3,1.0
1462,-6,2020-10-27,cgm,bb,3,1.0
1463,-5,2020-10-27,cgm,bb,3,1.0
1464,-3,2020-10-27,cgm,bb,2,1.0
1465,-2,2020-10-27,cgm,bb,2,1.0
1466,-1,2020-10-27,cgm,bb,1,1.0
1467,-90,2020-10-28,cgm,bb,12,9.0
1468,-60,2020-10-28,cgm,bb,12,9.0
1469,-30,2020-10-28,cgm,bb,12,8.0
1470,-20,2020-10-28,cgm,bb,11,8.0
1471,-15,2020-10-28,cgm,bb,11,8.0
1472,-10,2020-10-28,cgm,bb,10,7.0
1473,-7,2020-10-28,cgm,bb,10,6.0
1474,-6,2020-10-28,cgm,bb,9,6.0
1475,-5,2020-10-28,cgm,bb,9,6.0
1476,-3,2020-10-28,cgm,bb,7,2.0
1477,-2,2020-10-28,cgm,bb,6,2.0
1478,-1,2020-10-28,cgm,bb,5,0.0
1479,-90,2020-10-28,cgm,bb,12,17.0
1480,-60,2020-10-28,cgm,bb,12,17.0
1481,-30,2020-10-28,cgm,bb,12,17.0
1482,-20,2020-10-28,cgm,bb,11,17.0
1483,-15,2020-10-28,cgm,bb,11,17.0
1484,-10,2020-10-28,cgm,bb,10,16.0
1485,-7,2020-10-28,cgm,bb,10,16.0
1486,-6,2020-10-28,cgm,bb,9,15.0
1487,-5,2020-10-28,cgm,bb,9,14.0
1488,-3,2020-10-28,cgm,bb,7,12.0
1489,-2,2020-10-28,cgm,bb,6,10.0
1490,-1,2020-10-28,cgm,bb,5,9.0
1491,-90,2020-10-28,cgm,bb,12,12.0
1492,-60,2020-10-28,cgm,bb,11,12.0
1493,-30,2020-10-28,cgm,bb,11,12.0
1494,-20,2020-10-28,cgm,bb,11,12.0
1495,-15,2020-10-28,cgm,bb,11,12.0
1496,-10,2020-10-28,cgm,bb,10,11.0
1497,-7,2020-10-28,cgm,bb,9,11.0
1498,-6,2020-10-28,cgm,bb,9,11.0
1499,-5,2020-10-28,cgm,bb,8,8.0
1500,-3,2020-10-28,cgm,bb,7,7.0
1501,-2,2020-10-28,cgm,bb,6,6.0
1502,-1,2020-10-28,cgm,bb,5,4.0
1503,-90,2020-10-28,cgm,bb,12,6.0
1504,-60,2020-10-28,cgm,bb,12,6.0
1505,-30,2020-10-28,cgm,bb,11,6.0
1506,-20,2020-10-28,cgm,bb,11,5.0
1507,-15,2020-10-28,cgm,bb,10,5.0
1508,-10,2020-10-28,cgm,bb,10,5.0
1509,-7,2020-10-28,cgm,bb,9,5.0
1510,-6,2020-10-28,cgm,bb,9,5.0
1511,-5,2020-10-28,cgm,bb,8,5.0
1512,-3,2020-10-28,cgm,bb,7,5.0
1513,-2,2020-10-28,cgm,bb,6,4.0
1514,-1,2020-10-28,cgm,bb,5,3.0
1515,-90,2020-10-28,cgm,bb,4,1.0
1516,-60,2020-10-28,cgm,bb,4,1.0
1517,-30,2020-10-28,cgm,bb,4,1.0
1518,-20,2020-10-28,cgm,bb,3,1.0
1519,-15,2020-10-28,cgm,bb,3,1.0
1520,-10,2020-10-28,cgm,bb,3,1.0
1521,-7,2020-10-28,cgm,bb,3,1.0
1522,-6,2020-10-28,cgm,bb,2,1.0
1523,-5,2020-10-28,cgm,bb,2,1.0
1524,-3,2020-10-28,cgm,bb,2,1.0
1525,-2,2020-10-28,cgm,bb,1,0.0
1526,-1,2020-10-28,cgm,bb,1,0.0
1527,-90,2020-10-28,cgm,bb,7,8.0
1528,-60,2020-10-28,cgm,bb,7,8.0
1529,-30,2020-10-28,cgm,bb,7,8.0
1530,-20,2020-10-28,cgm,bb,6,8.0
1531,-15,2020-10-28,cgm,bb,6,8.0
1532,-10,2020-10-28,cgm,bb,6,8.0
1533,-7,2020-10-28,cgm,bb,6,5.0
1534,-6,2020-10-28,cgm,bb,6,5.0
1535,-5,2020-10-28,cgm,bb,5,5.0
1536,-3,2020-10-28,cgm,bb,4,5.0
1537,-2,2020-10-28,cgm,bb,3,5.0
1538,-1,2020-10-28,cgm,bb,2,5.0
1539,-90,2020-10-28,cgm,bb,5,2.0
1540,-60,2020-10-28,cgm,bb,5,2.0
1541,-30,2020-10-28,cgm,bb,5,2.0
1542,-20,2020-10-28,cgm,bb,4,1.0
1543,-15,2020-10-28,cgm,bb,4,1.0
1544,-10,2020-10-28,cgm,bb,4,1.0
1545,-7,2020-10-28,cgm,bb,4,1.0
1546,-6,2020-10-28,cgm,bb,4,1.0
1547,-5,2020-10-28,cgm,bb,3,1.0
1548,-3,2020-10-28,cgm,bb,3,0.0
1549,-2,2020-10-28,cgm,bb,2,0.0
1550,-1,2020-10-28,cgm,bb,1,0.0
1551,-90,2020-10-28,cgm,bb,4,1.0
1552,-60,2020-10-28,cgm,bb,4,1.0
1553,-30,2020-10-28,cgm,bb,4,1.0
1554,-20,2020-10-28,cgm,bb,4,1.0
1555,-15,2020-10-28,cgm,bb,4,1.0
1556,-10,2020-10-28,cgm,bb,4,1.0
1557,-7,2020-10-28,cgm,bb,4,0.0
1558,-6,2020-10-28,cgm,bb,4,0.0
1559,-5,2020-10-28,cgm,bb,3,0.0
1560,-3,2020-10-28,cgm,bb,3,0.0
1561,-2,2020-10-28,cgm,bb,2,0.0
1562,-1,2020-10-28,cgm,bb,1,0.0
1563,-90,2020-10-29,cgm,bb,13,10.0
1564,-60,2020-10-29,cgm,bb,12,10.0
1565,-30,2020-10-29,cgm,bb,12,10.0
1566,-20,2020-10-29,cgm,bb,12,10.0
1567,-15,2020-10-29,cgm,bb,11,9.0
1568,-10,2020-10-29,cgm,bb,11,7.0
1569,-7,2020-10-29,cgm,bb,10,6.0
1570,-6,2020-10-29,cgm,bb,9,6.0
1571,-5,2020-10-29,cgm,bb,9,6.0
1572,-3,2020-10-29,cgm,bb,8,6.0
1573,-2,2020-10-29,cgm,bb,7,3.0
1574,-1,2020-10-29,cgm,bb,5,2.0
1575,-90,2020-10-29,cgm,bb,13,10.0
1576,-60,2020-10-29,cgm,bb,12,10.0
1577,-30,2020-10-29,cgm,bb,12,7.0
1578,-20,2020-10-29,cgm,bb,12,7.0
1579,-15,2020-10-29,cgm,bb,11,5.0
1580,-10,2020-10-29,cgm,bb,11,5.0
1581,-7,2020-10-29,cgm,bb,10,4.0
1582,-6,2020-10-29,cgm,bb,9,4.0
1583,-5,2020-10-29,cgm,bb,9,4.0
1584,-3,2020-10-29,cgm,bb,8,4.0
1585,-2,2020-10-29,cgm,bb,7,1.0
1586,-1,2020-10-29,cgm,bb,5,1.0
1587,-90,2020-10-29,cgm,bb,5,4.0
1588,-60,2020-10-29,cgm,bb,4,4.0
1589,-30,2020-10-29,cgm,bb,4,4.0
1590,-20,2020-10-29,cgm,bb,4,4.0
1591,-15,2020-10-29,cgm,bb,4,4.0
1592,-10,2020-10-29,cgm,bb,3,4.0
1593,-7,2020-10-29,cgm,bb,3,4.0
1594,-6,2020-10-29,cgm,bb,3,4.0
1595,-5,2020-10-29,cgm,bb,3,4.0
1596,-3,2020-10-29,cgm,bb,2,4.0
1597,-2,2020-10-29,cgm,bb,2,2.0
1598,-1,2020-10-29,cgm,bb,1,2.0
1599,-90,2020-10-29,cgm,bb,12,8.0
1600,-60,2020-10-29,cgm,bb,11,8.0
1601,-30,2020-10-29,cgm,bb,11,8.0
1602,-20,2020-10-29,cgm,bb,11,6.0
1603,-15,2020-10-29,cgm,bb,10,6.0
1604,-10,2020-10-29,cgm,bb,10,5.0
1605,-7,2020-10-29,cgm,bb,9,5.0
1606,-6,2020-10-29,cgm,bb,8,5.0
1607,-5,2020-10-29,cgm,bb,8,5.0
1608,-3,2020-10-29,cgm,bb,7,3.0
1609,-2,2020-10-29,cgm,bb,6,3.0
1610,-1,2020-10-29,cgm,bb,5,2.0
1611,-90,2020-10-29,cgm,bb,4,2.0
1612,-60,2020-10-29,cgm,bb,4,2.0
1613,-30,2020-10-29,cgm,bb,4,2.0
1614,-20,2020-10-29,cgm,bb,4,2.0
1615,-15,2020-10-29,cgm,bb,4,2.0
1616,-10,2020-10-29,cgm,bb,3,2.0
1617,-7,2020-10-29,cgm,bb,3,2.0
1618,-6,2020-10-29,cgm,bb,3,2.0
1619,-5,2020-10-29,cgm,bb,3,2.0
1620,-3,2020-10-29,cgm,bb,2,2.0
1621,-2,2020-10-29,cgm,bb,1,2.0
1622,-1,2020-10-29,cgm,bb,1,1.0
1623,-90,2020-10-29,cgm,bb,4,5.0
1624,-60,2020-10-29,cgm,bb,4,5.0
1625,-30,2020-10-29,cgm,bb,4,5.0
1626,-20,2020-10-29,cgm,bb,4,4.0
1627,-15,2020-10-29,cgm,bb,4,4.0
1628,-10,2020-10-29,cgm,bb,3,4.0
1629,-7,2020-10-29,cgm,bb,3,2.0
1630,-6,2020-10-29,cgm,bb,3,2.0
1631,-5,2020-10-29,cgm,bb,3,1.0
1632,-3,2020-10-29,cgm,bb,2,1.0
1633,-2,2020-10-29,cgm,bb,2,1.0
1634,-1,2020-10-29,cgm,bb,1,1.0
1635,-90,2020-10-29,cgm,bb,12,13.0
1636,-60,2020-10-29,cgm,bb,12,13.0
1637,-30,2020-10-29,cgm,bb,12,13.0
1638,-20,2020-10-29,cgm,bb,11,13.0
1639,-15,2020-10-29,cgm,bb,11,13.0
1640,-10,2020-10-29,cgm,bb,10,13.0
1641,-7,2020-10-29,cgm,bb,10,13.0
1642,-6,2020-10-29,cgm,bb,9,12.0
1643,-5,2020-10-29,cgm,bb,8,11.0
1644,-3,2020-10-29,cgm,bb,7,10.0
